premise,conclusion,item,category,blankpredicate,predicate_id,argument_id
Bats can be daxed.,All birds can be daxed.,bat,bird,can be,2,1
Bats can be wiffed.,All birds can be wiffed.,bat,bird,can be,2,2
Bats can be blicked.,All birds can be blicked.,bat,bird,can be,2,3
Bats can be gyred.,All birds can be gyred.,bat,bird,can be,2,4
Bats can be gimbled.,All birds can be gimbled.,bat,bird,can be,2,5
Bats are beamish.,All birds are beamish.,bat,bird,are,3,1
Bats are slithy.,All birds are slithy.,bat,bird,are,3,2
Bats are mimsy.,All birds are mimsy.,bat,bird,are,3,3
Bats are vorpal.,All birds are vorpal.,bat,bird,are,3,4
Bats are frabjous.,All birds are frabjous.,bat,bird,are,3,5
Bats use a wug.,All birds use a wug.,bat,bird,use a,4,1
Bats use a fep.,All birds use a fep.,bat,bird,use a,4,2
Bats use a blicket.,All birds use a blicket.,bat,bird,use a,4,3
Bats use a jabberwock.,All birds use a jabberwock.,bat,bird,use a,4,4
Bats use a tove.,All birds use a tove.,bat,bird,use a,4,5
Bats love wugs.,All birds love wugs.,bat,bird,love,5,1
Bats love feps.,All birds love feps.,bat,bird,love,5,2
Bats love blickets.,All birds love blickets.,bat,bird,love,5,3
Bats love jabberwocks.,All birds love jabberwocks.,bat,bird,love,5,4
Bats love toves.,All birds love toves.,bat,bird,love,5,5
Bats have wugs.,All birds have wugs.,bat,bird,have,6,1
Bats have feps.,All birds have feps.,bat,bird,have,6,2
Bats have blickets.,All birds have blickets.,bat,bird,have,6,3
Bats have jabberwocks.,All birds have jabberwocks.,bat,bird,have,6,4
Bats have toves.,All birds have toves.,bat,bird,have,6,5
Bats have daxing.,All sports involve daxing.,football,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,football,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,football,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,football,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,football,sport,involves,1,5
Bats have daxing.,All sports require daxing.,football,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,football,sport,requires,2,2
Bats have blicking.,All sports require blicking.,football,sport,requires,2,3
Bats have gyring.,All sports require gyring.,football,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,football,sport,requires,2,5
Bats have daxing.,All sports include daxing.,football,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,football,sport,includes,3,2
Bats have blicking.,All sports include blicking.,football,sport,includes,3,3
Bats have gyring.,All sports include gyring.,football,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,football,sport,includes,3,5
Bats have beamish.,All sports are beamish.,football,sport,is,4,1
Bats have slithy.,All sports are slithy.,football,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,football,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,football,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,football,sport,is,4,5
Bats have daxing.,All sports involve daxing.,baseball,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,baseball,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,baseball,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,baseball,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,baseball,sport,involves,1,5
Bats have daxing.,All sports require daxing.,baseball,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,baseball,sport,requires,2,2
Bats have blicking.,All sports require blicking.,baseball,sport,requires,2,3
Bats have gyring.,All sports require gyring.,baseball,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,baseball,sport,requires,2,5
Bats have daxing.,All sports include daxing.,baseball,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,baseball,sport,includes,3,2
Bats have blicking.,All sports include blicking.,baseball,sport,includes,3,3
Bats have gyring.,All sports include gyring.,baseball,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,baseball,sport,includes,3,5
Bats have beamish.,All sports are beamish.,baseball,sport,is,4,1
Bats have slithy.,All sports are slithy.,baseball,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,baseball,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,baseball,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,baseball,sport,is,4,5
Bats have daxing.,All sports involve daxing.,basketball,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,basketball,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,basketball,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,basketball,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,basketball,sport,involves,1,5
Bats have daxing.,All sports require daxing.,basketball,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,basketball,sport,requires,2,2
Bats have blicking.,All sports require blicking.,basketball,sport,requires,2,3
Bats have gyring.,All sports require gyring.,basketball,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,basketball,sport,requires,2,5
Bats have daxing.,All sports include daxing.,basketball,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,basketball,sport,includes,3,2
Bats have blicking.,All sports include blicking.,basketball,sport,includes,3,3
Bats have gyring.,All sports include gyring.,basketball,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,basketball,sport,includes,3,5
Bats have beamish.,All sports are beamish.,basketball,sport,is,4,1
Bats have slithy.,All sports are slithy.,basketball,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,basketball,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,basketball,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,basketball,sport,is,4,5
Bats have daxing.,All sports involve daxing.,tennis,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,tennis,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,tennis,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,tennis,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,tennis,sport,involves,1,5
Bats have daxing.,All sports require daxing.,tennis,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,tennis,sport,requires,2,2
Bats have blicking.,All sports require blicking.,tennis,sport,requires,2,3
Bats have gyring.,All sports require gyring.,tennis,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,tennis,sport,requires,2,5
Bats have daxing.,All sports include daxing.,tennis,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,tennis,sport,includes,3,2
Bats have blicking.,All sports include blicking.,tennis,sport,includes,3,3
Bats have gyring.,All sports include gyring.,tennis,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,tennis,sport,includes,3,5
Bats have beamish.,All sports are beamish.,tennis,sport,is,4,1
Bats have slithy.,All sports are slithy.,tennis,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,tennis,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,tennis,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,tennis,sport,is,4,5
Bats have daxing.,All sports involve daxing.,softball,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,softball,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,softball,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,softball,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,softball,sport,involves,1,5
Bats have daxing.,All sports require daxing.,softball,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,softball,sport,requires,2,2
Bats have blicking.,All sports require blicking.,softball,sport,requires,2,3
Bats have gyring.,All sports require gyring.,softball,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,softball,sport,requires,2,5
Bats have daxing.,All sports include daxing.,softball,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,softball,sport,includes,3,2
Bats have blicking.,All sports include blicking.,softball,sport,includes,3,3
Bats have gyring.,All sports include gyring.,softball,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,softball,sport,includes,3,5
Bats have beamish.,All sports are beamish.,softball,sport,is,4,1
Bats have slithy.,All sports are slithy.,softball,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,softball,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,softball,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,softball,sport,is,4,5
Bats have daxing.,All sports involve daxing.,canoeing,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,canoeing,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,canoeing,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,canoeing,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,canoeing,sport,involves,1,5
Bats have daxing.,All sports require daxing.,canoeing,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,canoeing,sport,requires,2,2
Bats have blicking.,All sports require blicking.,canoeing,sport,requires,2,3
Bats have gyring.,All sports require gyring.,canoeing,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,canoeing,sport,requires,2,5
Bats have daxing.,All sports include daxing.,canoeing,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,canoeing,sport,includes,3,2
Bats have blicking.,All sports include blicking.,canoeing,sport,includes,3,3
Bats have gyring.,All sports include gyring.,canoeing,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,canoeing,sport,includes,3,5
Bats have beamish.,All sports are beamish.,canoeing,sport,is,4,1
Bats have slithy.,All sports are slithy.,canoeing,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,canoeing,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,canoeing,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,canoeing,sport,is,4,5
Bats have daxing.,All sports involve daxing.,handball,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,handball,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,handball,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,handball,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,handball,sport,involves,1,5
Bats have daxing.,All sports require daxing.,handball,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,handball,sport,requires,2,2
Bats have blicking.,All sports require blicking.,handball,sport,requires,2,3
Bats have gyring.,All sports require gyring.,handball,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,handball,sport,requires,2,5
Bats have daxing.,All sports include daxing.,handball,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,handball,sport,includes,3,2
Bats have blicking.,All sports include blicking.,handball,sport,includes,3,3
Bats have gyring.,All sports include gyring.,handball,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,handball,sport,includes,3,5
Bats have beamish.,All sports are beamish.,handball,sport,is,4,1
Bats have slithy.,All sports are slithy.,handball,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,handball,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,handball,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,handball,sport,is,4,5
Bats have daxing.,All sports involve daxing.,rugby,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,rugby,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,rugby,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,rugby,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,rugby,sport,involves,1,5
Bats have daxing.,All sports require daxing.,rugby,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,rugby,sport,requires,2,2
Bats have blicking.,All sports require blicking.,rugby,sport,requires,2,3
Bats have gyring.,All sports require gyring.,rugby,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,rugby,sport,requires,2,5
Bats have daxing.,All sports include daxing.,rugby,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,rugby,sport,includes,3,2
Bats have blicking.,All sports include blicking.,rugby,sport,includes,3,3
Bats have gyring.,All sports include gyring.,rugby,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,rugby,sport,includes,3,5
Bats have beamish.,All sports are beamish.,rugby,sport,is,4,1
Bats have slithy.,All sports are slithy.,rugby,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,rugby,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,rugby,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,rugby,sport,is,4,5
Bats have daxing.,All sports involve daxing.,hockey,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,hockey,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,hockey,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,hockey,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,hockey,sport,involves,1,5
Bats have daxing.,All sports require daxing.,hockey,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,hockey,sport,requires,2,2
Bats have blicking.,All sports require blicking.,hockey,sport,requires,2,3
Bats have gyring.,All sports require gyring.,hockey,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,hockey,sport,requires,2,5
Bats have daxing.,All sports include daxing.,hockey,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,hockey,sport,includes,3,2
Bats have blicking.,All sports include blicking.,hockey,sport,includes,3,3
Bats have gyring.,All sports include gyring.,hockey,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,hockey,sport,includes,3,5
Bats have beamish.,All sports are beamish.,hockey,sport,is,4,1
Bats have slithy.,All sports are slithy.,hockey,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,hockey,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,hockey,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,hockey,sport,is,4,5
Bats have daxing.,All sports involve daxing.,ice hockey,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,ice hockey,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,ice hockey,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,ice hockey,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,ice hockey,sport,involves,1,5
Bats have daxing.,All sports require daxing.,ice hockey,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,ice hockey,sport,requires,2,2
Bats have blicking.,All sports require blicking.,ice hockey,sport,requires,2,3
Bats have gyring.,All sports require gyring.,ice hockey,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,ice hockey,sport,requires,2,5
Bats have daxing.,All sports include daxing.,ice hockey,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,ice hockey,sport,includes,3,2
Bats have blicking.,All sports include blicking.,ice hockey,sport,includes,3,3
Bats have gyring.,All sports include gyring.,ice hockey,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,ice hockey,sport,includes,3,5
Bats have beamish.,All sports are beamish.,ice hockey,sport,is,4,1
Bats have slithy.,All sports are slithy.,ice hockey,sport,is,4,2
Bats have mimsy.,All sports are mimsy.,ice hockey,sport,is,4,3
Bats have vorpal.,All sports are vorpal.,ice hockey,sport,is,4,4
Bats have frabjous.,All sports are frabjous.,ice hockey,sport,is,4,5
Bats have daxing.,All sports involve daxing.,swimming,sport,involves,1,1
Bats have wiffing.,All sports involve wiffing.,swimming,sport,involves,1,2
Bats have blicking.,All sports involve blicking.,swimming,sport,involves,1,3
Bats have gyring.,All sports involve gyring.,swimming,sport,involves,1,4
Bats have gimbling.,All sports involve gimbling.,swimming,sport,involves,1,5
Bats have daxing.,All sports require daxing.,swimming,sport,requires,2,1
Bats have wiffing.,All sports require wiffing.,swimming,sport,requires,2,2
Bats have blicking.,All sports require blicking.,swimming,sport,requires,2,3
Bats have gyring.,All sports require gyring.,swimming,sport,requires,2,4
Bats have gimbling.,All sports require gimbling.,swimming,sport,requires,2,5
Bats have daxing.,All sports include daxing.,swimming,sport,includes,3,1
Bats have wiffing.,All sports include wiffing.,swimming,sport,includes,3,2
Bats have blicking.,All sports include blicking.,swimming,sport,includes,3,3
Bats have gyring.,All sports include gyring.,swimming,sport,includes,3,4
Bats have gimbling.,All sports include gimbling.,swimming,sport,includes,3,5
Bats have beamish.,All sports are beamish.,swimming,sport,is,4,1
