stimulus,item,category,feature
black eyed peas are organic.,black eyed peas,vegetable,4
leek is organic.,leek,vegetable,4
peppers are organic.,peppers,vegetable,4
sweet potato is organic.,sweet potato,vegetable,4
yams are organic.,yams,vegetable,4
parsley is organic.,parsley,vegetable,4
endive is organic.,endive,vegetable,4
rutabaga is organic.,rutabaga,vegetable,4
mushroom is organic.,mushroom,vegetable,4
avocado is organic.,avocado,vegetable,4
rhubarb is organic.,rhubarb,vegetable,4
kale is organic.,kale,vegetable,4
escarole is organic.,escarole,vegetable,4
sauerkraut is organic.,sauerkraut,vegetable,4
pickles are organic.,pickles,vegetable,4
baked beans are organic.,baked beans,vegetable,4
pumpkin is organic.,pumpkin,vegetable,4
seaweed is organic.,seaweed,vegetable,4
garlic is organic.,garlic,vegetable,4
dandelion is organic.,dandelion,vegetable,4
peanut is organic.,peanut,vegetable,4
rice is organic.,rice,vegetable,4
pea is vegetation.,pea,vegetable,5
carrot is vegetation.,carrot,vegetable,5
green beans are vegetation.,green beans,vegetable,5
string beans are vegetation.,string beans,vegetable,5
spinach is vegetation.,spinach,vegetable,5
broccoli is vegetation.,broccoli,vegetable,5
asparagus are vegetation.,asparagus,vegetable,5
corn is vegetation.,corn,vegetable,5
cauliflower is vegetation.,cauliflower,vegetable,5
brussels sprouts are vegetation.,brussels sprouts,vegetable,5
squash is vegetation.,squash,vegetable,5
lettuce is vegetation.,lettuce,vegetable,5
celery is vegetation.,celery,vegetable,5
cucumber is vegetation.,cucumber,vegetable,5
beets are vegetation.,beets,vegetable,5
greens are vegetation.,greens,vegetable,5
tomato is vegetation.,tomato,vegetable,5
lima beans are vegetation.,lima beans,vegetable,5
artichokes are vegetation.,artichokes,vegetable,5
turnip is vegetation.,turnip,vegetable,5
eggplant is vegetation.,eggplant,vegetable,5
romaine is vegetation.,romaine,vegetable,5
green peppers are vegetation.,green peppers,vegetable,5
okra is vegetation.,okra,vegetable,5
radish is vegetation.,radishes,vegetable,5
onions are vegetation.,onions,vegetable,5
bean is vegetation.,bean,vegetable,5
green onion is vegetation.,green onion,vegetable,5
potato is vegetation.,potato,vegetable,5
parsnip is vegetation.,parsnip,vegetable,5
turnip greens are vegetation.,turnip greens,vegetable,5
collard is vegetation.,collard,vegetable,5
wax beans are vegetation.,wax beans,vegetable,5
watercress is vegetation.,watercress,vegetable,5
black eyed peas are vegetation.,black eyed peas,vegetable,5
leek is vegetation.,leek,vegetable,5
peppers are vegetation.,peppers,vegetable,5
sweet potato is vegetation.,sweet potato,vegetable,5
yams are vegetation.,yams,vegetable,5
parsley is vegetation.,parsley,vegetable,5
endive is vegetation.,endive,vegetable,5
rutabaga is vegetation.,rutabaga,vegetable,5
mushroom is vegetation.,mushroom,vegetable,5
avocado is vegetation.,avocado,vegetable,5
rhubarb is vegetation.,rhubarb,vegetable,5
kale is vegetation.,kale,vegetable,5
escarole is vegetation.,escarole,vegetable,5
sauerkraut is vegetation.,sauerkraut,vegetable,5
pickles are vegetation.,pickles,vegetable,5
baked beans are vegetation.,baked beans,vegetable,5
pumpkin is vegetation.,pumpkin,vegetable,5
seaweed is vegetation.,seaweed,vegetable,5
garlic is vegetation.,garlic,vegetable,5
dandelion is vegetation.,dandelion,vegetable,5
peanut is vegetation.,peanut,vegetable,5
rice is vegetation.,rice,vegetable,5
pea grows underground or close to the ground.,pea,vegetable,6
carrot grows underground or close to the ground.,carrot,vegetable,6
green beans grow underground or close to the ground.,green beans,vegetable,6
string beans grow underground or close to the ground.,string beans,vegetable,6
spinach grows underground or close to the ground.,spinach,vegetable,6
broccoli grows underground or close to the ground.,broccoli,vegetable,6
asparagus grow underground or close to the ground.,asparagus,vegetable,6
corn grows underground or close to the ground.,corn,vegetable,6
cauliflower grows underground or close to the ground.,cauliflower,vegetable,6
brussels sprouts grow underground or close to the ground.,brussels sprouts,vegetable,6
squash grows underground or close to the ground.,squash,vegetable,6
lettuce grows underground or close to the ground.,lettuce,vegetable,6
celery grows underground or close to the ground.,celery,vegetable,6
cucumber grows underground or close to the ground.,cucumber,vegetable,6
beets grow underground or close to the ground.,beets,vegetable,6
greens grow underground or close to the ground.,greens,vegetable,6
tomato grows underground or close to the ground.,tomato,vegetable,6
lima beans grow underground or close to the ground.,lima beans,vegetable,6
artichokes grow underground or close to the ground.,artichokes,vegetable,6
turnip grows underground or close to the ground.,turnip,vegetable,6
eggplant grows underground or close to the ground.,eggplant,vegetable,6
romaine grows underground or close to the ground.,romaine,vegetable,6
green peppers grow underground or close to the ground.,green peppers,vegetable,6
okra grows underground or close to the ground.,okra,vegetable,6
radishes grow underground or close to the ground.,radishes,vegetable,6
onions grow underground or close to the ground.,onions,vegetable,6
bean grows underground or close to the ground.,bean,vegetable,6
green onion grows underground or close to the ground.,green onion,vegetable,6
potato grows underground or close to the ground.,potato,vegetable,6
parsnip grows underground or close to the ground.,parsnip,vegetable,6
turnip greens grow underground or close to the ground.,turnip greens,vegetable,6
collard grows underground or close to the ground.,collard,vegetable,6
wax beans grow underground or close to the ground.,wax beans,vegetable,6
watercress grows underground or close to the ground.,watercress,vegetable,6
black eyed peas grow underground or close to the ground.,black eyed peas,vegetable,6
leek grows underground or close to the ground.,leek,vegetable,6
peppers grow underground or close to the ground.,peppers,vegetable,6
sweet potato grows underground or close to the ground.,sweet potato,vegetable,6
yams grow underground or close to the ground.,yams,vegetable,6
parsley grows underground or close to the ground.,parsley,vegetable,6
endive grows underground or close to the ground.,endive,vegetable,6
rutabaga grows underground or close to the ground.,rutabaga,vegetable,6
mushroom grows underground or close to the ground.,mushroom,vegetable,6
avocado grows underground or close to the ground.,avocado,vegetable,6
rhubarb grows underground or close to the ground.,rhubarb,vegetable,6
kale grows underground or close to the ground.,kale,vegetable,6
escarole grows underground or close to the ground.,escarole,vegetable,6
sauerkraut grows underground or close to the ground.,sauerkraut,vegetable,6
pickles grow underground or close to the ground.,pickles,vegetable,6
baked beans grow underground or close to the ground.,baked beans,vegetable,6
pumpkin grows underground or close to the ground.,pumpkin,vegetable,6
seaweed grows underground or close to the ground.,seaweed,vegetable,6
garlic grows underground or close to the ground.,garlic,vegetable,6
dandelion grows underground or close to the ground.,dandelion,vegetable,6
peanut grows underground or close to the ground.,peanut,vegetable,6
rice grows underground or close to the ground.,rice,vegetable,6
pea is green.,pea,vegetable,7
carrot is green.,carrot,vegetable,7
green beans are green.,green beans,vegetable,7
string beans are green.,string beans,vegetable,7
spinach is green.,spinach,vegetable,7
broccoli is green.,broccoli,vegetable,7
asparagus are green.,asparagus,vegetable,7
corn is green.,corn,vegetable,7
cauliflower is green.,cauliflower,vegetable,7
brussels sprouts are green.,brussels sprouts,vegetable,7
squash is green.,squash,vegetable,7
lettuce is green.,lettuce,vegetable,7
celery is green.,celery,vegetable,7
cucumber is green.,cucumber,vegetable,7
beets are green.,beets,vegetable,7
greens are green.,greens,vegetable,7
tomato is green.,tomato,vegetable,7
lima beans are green.,lima beans,vegetable,7
artichokes are green.,artichokes,vegetable,7
turnip is green.,turnip,vegetable,7
eggplant is green.,eggplant,vegetable,7
romaine is green.,romaine,vegetable,7
green peppers are green.,green peppers,vegetable,7
okra is green.,okra,vegetable,7
radish is green.,radishes,vegetable,7
onions are green.,onions,vegetable,7
bean is green.,bean,vegetable,7
green onion is green.,green onion,vegetable,7
potato is green.,potato,vegetable,7
parsnip is green.,parsnip,vegetable,7
turnip greens are green.,turnip greens,vegetable,7
collard is green.,collard,vegetable,7
wax beans are green.,wax beans,vegetable,7
watercress is green.,watercress,vegetable,7
black eyed peas are green.,black eyed peas,vegetable,7
leek is green.,leek,vegetable,7
peppers are green.,peppers,vegetable,7
sweet potato is green.,sweet potato,vegetable,7
yams are green.,yams,vegetable,7
parsley is green.,parsley,vegetable,7
endive is green.,endive,vegetable,7
rutabaga is green.,rutabaga,vegetable,7
mushroom is green.,mushroom,vegetable,7
avocado is green.,avocado,vegetable,7
rhubarb is green.,rhubarb,vegetable,7
kale is green.,kale,vegetable,7
escarole is green.,escarole,vegetable,7
sauerkraut is green.,sauerkraut,vegetable,7
pickles are green.,pickles,vegetable,7
baked beans are green.,baked beans,vegetable,7
pumpkin is green.,pumpkin,vegetable,7
seaweed is green.,seaweed,vegetable,7
garlic is green.,garlic,vegetable,7
dandelion is green.,dandelion,vegetable,7
peanut is green.,peanut,vegetable,7
rice is green.,rice,vegetable,7
pea is cooked.,pea,vegetable,8
carrot is cooked.,carrot,vegetable,8
green beans are cooked.,green beans,vegetable,8
string beans are cooked.,string beans,vegetable,8
spinach is cooked.,spinach,vegetable,8
broccoli is cooked.,broccoli,vegetable,8
asparagus are cooked.,asparagus,vegetable,8
corn is cooked.,corn,vegetable,8
cauliflower is cooked.,cauliflower,vegetable,8
brussels sprouts are cooked.,brussels sprouts,vegetable,8
squash is cooked.,squash,vegetable,8
lettuce is cooked.,lettuce,vegetable,8
celery is cooked.,celery,vegetable,8
cucumber is cooked.,cucumber,vegetable,8
beets are cooked.,beets,vegetable,8
greens are cooked.,greens,vegetable,8
tomato is cooked.,tomato,vegetable,8
lima beans are cooked.,lima beans,vegetable,8
artichokes are cooked.,artichokes,vegetable,8
turnip is cooked.,turnip,vegetable,8
eggplant is cooked.,eggplant,vegetable,8
romaine is cooked.,romaine,vegetable,8
green peppers are cooked.,green peppers,vegetable,8
okra is cooked.,okra,vegetable,8
radish is cooked.,radishes,vegetable,8
onions are cooked.,onions,vegetable,8
bean is cooked.,bean,vegetable,8
green onion is cooked.,green onion,vegetable,8
potato is cooked.,potato,vegetable,8
parsnip is cooked.,parsnip,vegetable,8
turnip greens are cooked.,turnip greens,vegetable,8
collard is cooked.,collard,vegetable,8
wax beans are cooked.,wax beans,vegetable,8
watercress is cooked.,watercress,vegetable,8
black eyed peas are cooked.,black eyed peas,vegetable,8
leek is cooked.,leek,vegetable,8
peppers are cooked.,peppers,vegetable,8
sweet potato is cooked.,sweet potato,vegetable,8
yams are cooked.,yams,vegetable,8
parsley is cooked.,parsley,vegetable,8
endive is cooked.,endive,vegetable,8
rutabaga is cooked.,rutabaga,vegetable,8
mushroom is cooked.,mushroom,vegetable,8
avocado is cooked.,avocado,vegetable,8
rhubarb is cooked.,rhubarb,vegetable,8
kale is cooked.,kale,vegetable,8
escarole is cooked.,escarole,vegetable,8
sauerkraut is cooked.,sauerkraut,vegetable,8
pickles are cooked.,pickles,vegetable,8
baked beans are cooked.,baked beans,vegetable,8
pumpkin is cooked.,pumpkin,vegetable,8
seaweed is cooked.,seaweed,vegetable,8
garlic is cooked.,garlic,vegetable,8
dandelion is cooked.,dandelion,vegetable,8
peanut is cooked.,peanut,vegetable,8
rice is cooked.,rice,vegetable,8
"pea is eaten for dinner, with meat, salt etc.",pea,vegetable,9
"carrot is eaten for dinner, with meat, salt etc.",carrot,vegetable,9
"green beans are eaten for dinner, with meat, salt etc.",green beans,vegetable,9
"string beans are eaten for dinner, with meat, salt etc.",string beans,vegetable,9
"spinach is eaten for dinner, with meat, salt etc.",spinach,vegetable,9
"broccoli is eaten for dinner, with meat, salt etc.",broccoli,vegetable,9
"asparagus are eaten for dinner, with meat, salt etc.",asparagus,vegetable,9
"corn is eaten for dinner, with meat, salt etc.",corn,vegetable,9
"cauliflower is eaten for dinner, with meat, salt etc.",cauliflower,vegetable,9
