premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Hunting is frabjous.,All sports are frabjous.,hunting,sport,is,Hunting,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Jump rope involves daxing.,All sports involve daxing.,jump rope,sport,involves,Jump rope,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Jump rope involves wiffing.,All sports involve wiffing.,jump rope,sport,involves,Jump rope,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Jump rope involves blicking.,All sports involve blicking.,jump rope,sport,involves,Jump rope,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Jump rope involves gyring.,All sports involve gyring.,jump rope,sport,involves,Jump rope,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Jump rope involves gimbling.,All sports involve gimbling.,jump rope,sport,involves,Jump rope,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Jump rope requires daxing.,All sports require daxing.,jump rope,sport,requires,Jump rope,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Jump rope requires wiffing.,All sports require wiffing.,jump rope,sport,requires,Jump rope,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
Jump rope requires blicking.,All sports require blicking.,jump rope,sport,requires,Jump rope,sports,2,3,-19.0290607213974,-17.733760833740234,0,5gram
Jump rope requires gyring.,All sports require gyring.,jump rope,sport,requires,Jump rope,sports,2,4,-19.0290607213974,-17.733760833740234,0,5gram
Jump rope requires gimbling.,All sports require gimbling.,jump rope,sport,requires,Jump rope,sports,2,5,-19.0290607213974,-17.733760833740234,0,5gram
Jump rope includes daxing.,All sports include daxing.,jump rope,sport,includes,Jump rope,sports,3,1,-17.583317637443542,-16.965852737426758,0,5gram
Jump rope includes wiffing.,All sports include wiffing.,jump rope,sport,includes,Jump rope,sports,3,2,-18.443174242973328,-17.82571029663086,0,5gram
Jump rope includes blicking.,All sports include blicking.,jump rope,sport,includes,Jump rope,sports,3,3,-18.443174242973328,-17.82571029663086,0,5gram
Jump rope includes gyring.,All sports include gyring.,jump rope,sport,includes,Jump rope,sports,3,4,-18.443174242973328,-17.82571029663086,0,5gram
Jump rope includes gimbling.,All sports include gimbling.,jump rope,sport,includes,Jump rope,sports,3,5,-18.443174242973328,-17.82571029663086,0,5gram
Jump rope is beamish.,All sports are beamish.,jump rope,sport,is,Jump rope,sports,4,1,-16.941375732421875,-15.597245216369629,0,5gram
Jump rope is slithy.,All sports are slithy.,jump rope,sport,is,Jump rope,sports,4,2,-18.121559977531433,-16.777429580688477,0,5gram
Jump rope is mimsy.,All sports are mimsy.,jump rope,sport,is,Jump rope,sports,4,3,-18.121559977531433,-16.777429580688477,0,5gram
Jump rope is vorpal.,All sports are vorpal.,jump rope,sport,is,Jump rope,sports,4,4,-18.121559977531433,-16.777429580688477,0,5gram
Jump rope is frabjous.,All sports are frabjous.,jump rope,sport,is,Jump rope,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Camping involves daxing.,All sports involve daxing.,camping,sport,involves,Camping,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Camping involves wiffing.,All sports involve wiffing.,camping,sport,involves,Camping,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Camping involves blicking.,All sports involve blicking.,camping,sport,involves,Camping,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Camping involves gyring.,All sports involve gyring.,camping,sport,involves,Camping,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Camping involves gimbling.,All sports involve gimbling.,camping,sport,involves,Camping,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Camping requires daxing.,All sports require daxing.,camping,sport,requires,Camping,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Camping requires wiffing.,All sports require wiffing.,camping,sport,requires,Camping,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
Camping requires blicking.,All sports require blicking.,camping,sport,requires,Camping,sports,2,3,-19.0290607213974,-17.733760833740234,0,5gram
Camping requires gyring.,All sports require gyring.,camping,sport,requires,Camping,sports,2,4,-19.0290607213974,-17.733760833740234,0,5gram
Camping requires gimbling.,All sports require gimbling.,camping,sport,requires,Camping,sports,2,5,-19.0290607213974,-17.733760833740234,0,5gram
Camping includes daxing.,All sports include daxing.,camping,sport,includes,Camping,sports,3,1,-17.583317637443542,-16.965852737426758,0,5gram
Camping includes wiffing.,All sports include wiffing.,camping,sport,includes,Camping,sports,3,2,-18.443174242973328,-17.82571029663086,0,5gram
Camping includes blicking.,All sports include blicking.,camping,sport,includes,Camping,sports,3,3,-18.443174242973328,-17.82571029663086,0,5gram
Camping includes gyring.,All sports include gyring.,camping,sport,includes,Camping,sports,3,4,-18.443174242973328,-17.82571029663086,0,5gram
Camping includes gimbling.,All sports include gimbling.,camping,sport,includes,Camping,sports,3,5,-18.443174242973328,-17.82571029663086,0,5gram
Camping is beamish.,All sports are beamish.,camping,sport,is,Camping,sports,4,1,-16.941375732421875,-15.597245216369629,0,5gram
Camping is slithy.,All sports are slithy.,camping,sport,is,Camping,sports,4,2,-18.121559977531433,-16.777429580688477,0,5gram
Camping is mimsy.,All sports are mimsy.,camping,sport,is,Camping,sports,4,3,-18.121559977531433,-16.777429580688477,0,5gram
Camping is vorpal.,All sports are vorpal.,camping,sport,is,Camping,sports,4,4,-18.121559977531433,-16.777429580688477,0,5gram
Camping is frabjous.,All sports are frabjous.,camping,sport,is,Camping,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Chess involves daxing.,All sports involve daxing.,chess,sport,involves,Chess,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Chess involves wiffing.,All sports involve wiffing.,chess,sport,involves,Chess,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Chess involves blicking.,All sports involve blicking.,chess,sport,involves,Chess,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Chess involves gyring.,All sports involve gyring.,chess,sport,involves,Chess,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Chess involves gimbling.,All sports involve gimbling.,chess,sport,involves,Chess,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Chess requires daxing.,All sports require daxing.,chess,sport,requires,Chess,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Chess requires wiffing.,All sports require wiffing.,chess,sport,requires,Chess,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
Chess requires blicking.,All sports require blicking.,chess,sport,requires,Chess,sports,2,3,-19.0290607213974,-17.733760833740234,0,5gram
Chess requires gyring.,All sports require gyring.,chess,sport,requires,Chess,sports,2,4,-19.0290607213974,-17.733760833740234,0,5gram
Chess requires gimbling.,All sports require gimbling.,chess,sport,requires,Chess,sports,2,5,-19.0290607213974,-17.733760833740234,0,5gram
Chess includes daxing.,All sports include daxing.,chess,sport,includes,Chess,sports,3,1,-17.583317637443542,-16.965852737426758,0,5gram
Chess includes wiffing.,All sports include wiffing.,chess,sport,includes,Chess,sports,3,2,-18.443174242973328,-17.82571029663086,0,5gram
Chess includes blicking.,All sports include blicking.,chess,sport,includes,Chess,sports,3,3,-18.443174242973328,-17.82571029663086,0,5gram
Chess includes gyring.,All sports include gyring.,chess,sport,includes,Chess,sports,3,4,-18.443174242973328,-17.82571029663086,0,5gram
Chess includes gimbling.,All sports include gimbling.,chess,sport,includes,Chess,sports,3,5,-18.443174242973328,-17.82571029663086,0,5gram
Chess is beamish.,All sports are beamish.,chess,sport,is,Chess,sports,4,1,-16.941375732421875,-15.597245216369629,0,5gram
Chess is slithy.,All sports are slithy.,chess,sport,is,Chess,sports,4,2,-18.121559977531433,-16.777429580688477,0,5gram
Chess is mimsy.,All sports are mimsy.,chess,sport,is,Chess,sports,4,3,-18.121559977531433,-16.777429580688477,0,5gram
Chess is vorpal.,All sports are vorpal.,chess,sport,is,Chess,sports,4,4,-18.121559977531433,-16.777429580688477,0,5gram
Chess is frabjous.,All sports are frabjous.,chess,sport,is,Chess,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Dancing involves daxing.,All sports involve daxing.,dancing,sport,involves,Dancing,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Dancing involves wiffing.,All sports involve wiffing.,dancing,sport,involves,Dancing,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Dancing involves blicking.,All sports involve blicking.,dancing,sport,involves,Dancing,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Dancing involves gyring.,All sports involve gyring.,dancing,sport,involves,Dancing,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Dancing involves gimbling.,All sports involve gimbling.,dancing,sport,involves,Dancing,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Dancing requires daxing.,All sports require daxing.,dancing,sport,requires,Dancing,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Dancing requires wiffing.,All sports require wiffing.,dancing,sport,requires,Dancing,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
Dancing requires blicking.,All sports require blicking.,dancing,sport,requires,Dancing,sports,2,3,-19.0290607213974,-17.733760833740234,0,5gram
Dancing requires gyring.,All sports require gyring.,dancing,sport,requires,Dancing,sports,2,4,-19.0290607213974,-17.733760833740234,0,5gram
Dancing requires gimbling.,All sports require gimbling.,dancing,sport,requires,Dancing,sports,2,5,-19.0290607213974,-17.733760833740234,0,5gram
Dancing includes daxing.,All sports include daxing.,dancing,sport,includes,Dancing,sports,3,1,-17.583317637443542,-16.965852737426758,0,5gram
Dancing includes wiffing.,All sports include wiffing.,dancing,sport,includes,Dancing,sports,3,2,-18.443174242973328,-17.82571029663086,0,5gram
Dancing includes blicking.,All sports include blicking.,dancing,sport,includes,Dancing,sports,3,3,-18.443174242973328,-17.82571029663086,0,5gram
Dancing includes gyring.,All sports include gyring.,dancing,sport,includes,Dancing,sports,3,4,-18.443174242973328,-17.82571029663086,0,5gram
Dancing includes gimbling.,All sports include gimbling.,dancing,sport,includes,Dancing,sports,3,5,-18.443174242973328,-17.82571029663086,0,5gram
Dancing is beamish.,All sports are beamish.,dancing,sport,is,Dancing,sports,4,1,-16.941375732421875,-15.597245216369629,0,5gram
Dancing is slithy.,All sports are slithy.,dancing,sport,is,Dancing,sports,4,2,-18.121559977531433,-16.777429580688477,0,5gram
Dancing is mimsy.,All sports are mimsy.,dancing,sport,is,Dancing,sports,4,3,-18.121559977531433,-16.777429580688477,0,5gram
Dancing is vorpal.,All sports are vorpal.,dancing,sport,is,Dancing,sports,4,4,-18.121559977531433,-16.777429580688477,0,5gram
Dancing is frabjous.,All sports are frabjous.,dancing,sport,is,Dancing,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Checkers involves daxing.,All sports involve daxing.,checkers,sport,involves,Checkers,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Checkers involves wiffing.,All sports involve wiffing.,checkers,sport,involves,Checkers,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Checkers involves blicking.,All sports involve blicking.,checkers,sport,involves,Checkers,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Checkers involves gyring.,All sports involve gyring.,checkers,sport,involves,Checkers,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Checkers involves gimbling.,All sports involve gimbling.,checkers,sport,involves,Checkers,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Checkers requires daxing.,All sports require daxing.,checkers,sport,requires,Checkers,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Checkers requires wiffing.,All sports require wiffing.,checkers,sport,requires,Checkers,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
Checkers requires blicking.,All sports require blicking.,checkers,sport,requires,Checkers,sports,2,3,-19.0290607213974,-17.733760833740234,0,5gram
Checkers requires gyring.,All sports require gyring.,checkers,sport,requires,Checkers,sports,2,4,-19.0290607213974,-17.733760833740234,0,5gram
Checkers requires gimbling.,All sports require gimbling.,checkers,sport,requires,Checkers,sports,2,5,-19.0290607213974,-17.733760833740234,0,5gram
Checkers includes daxing.,All sports include daxing.,checkers,sport,includes,Checkers,sports,3,1,-17.583317637443542,-16.965852737426758,0,5gram
Checkers includes wiffing.,All sports include wiffing.,checkers,sport,includes,Checkers,sports,3,2,-18.443174242973328,-17.82571029663086,0,5gram
Checkers includes blicking.,All sports include blicking.,checkers,sport,includes,Checkers,sports,3,3,-18.443174242973328,-17.82571029663086,0,5gram
Checkers includes gyring.,All sports include gyring.,checkers,sport,includes,Checkers,sports,3,4,-18.443174242973328,-17.82571029663086,0,5gram
Checkers includes gimbling.,All sports include gimbling.,checkers,sport,includes,Checkers,sports,3,5,-18.443174242973328,-17.82571029663086,0,5gram
Checkers is beamish.,All sports are beamish.,checkers,sport,is,Checkers,sports,4,1,-16.941375732421875,-15.597245216369629,0,5gram
Checkers is slithy.,All sports are slithy.,checkers,sport,is,Checkers,sports,4,2,-18.121559977531433,-16.777429580688477,0,5gram
Checkers is mimsy.,All sports are mimsy.,checkers,sport,is,Checkers,sports,4,3,-18.121559977531433,-16.777429580688477,0,5gram
Checkers is vorpal.,All sports are vorpal.,checkers,sport,is,Checkers,sports,4,4,-18.121559977531433,-16.777429580688477,0,5gram
Checkers is frabjous.,All sports are frabjous.,checkers,sport,is,Checkers,sports,4,5,-18.121559977531433,-16.777429580688477,0,5gram
Cards involves daxing.,All sports involve daxing.,cards,sport,involves,Cards,sports,1,1,-18.6479731798172,-18.369123458862305,0,5gram
Cards involves wiffing.,All sports involve wiffing.,cards,sport,involves,Cards,sports,1,2,-19.507829785346985,-19.228979110717773,0,5gram
Cards involves blicking.,All sports involve blicking.,cards,sport,involves,Cards,sports,1,3,-19.507829785346985,-19.228979110717773,0,5gram
Cards involves gyring.,All sports involve gyring.,cards,sport,involves,Cards,sports,1,4,-19.507829785346985,-19.228979110717773,0,5gram
Cards involves gimbling.,All sports involve gimbling.,cards,sport,involves,Cards,sports,1,5,-19.507829785346985,-19.228979110717773,0,5gram
Cards requires daxing.,All sports require daxing.,cards,sport,requires,Cards,sports,2,1,-18.169204115867615,-16.873905181884766,0,5gram
Cards requires wiffing.,All sports require wiffing.,cards,sport,requires,Cards,sports,2,2,-19.0290607213974,-17.733760833740234,0,5gram
